dfl12,dfl12bis,credit,debit,account_1,relationship,account_2,date,librae,solidi,denarii,lsd,tr_type,notes
110,97,dfl12_112,dfl12_441,Voyagie van London,creditor,Pauwels Anraet,15840210,108,18,9,108.18.9,Wissel,
110,97,dfl12_112,dfl12_440,Voyagie van London,creditor,Samuel Cutter,15840210,155,16,8,155.16.8,Wissel,
110,97,dfl12_112,dfl12_422,Voyagie van London,creditor,Jan Gaultier and Geeraert Hemaert_2,15840210,311,5,0,311.5.0,Wissel,
110,97,dfl12_112,dfl12_436,Voyagie van London,creditor,Gysbrecht Boudeson_2,15840216,155,12,6,155.12.6,Wissel,
110,97,dfl12_112,dfl12_423,Voyagie van London,creditor,Richard Catherel,15840216,157,10,0,157.10.0,Wissel,
110,97,dfl12_112,dfl12_429,Voyagie van London,creditor,Thomas Leestaet,15840216,157,10,0,157.10.0,Wissel,
110,97,dfl12_112,dfl12_443,Voyagie van London,creditor,Franchois le Fort_2,15840216,233,8,9,233.8.9,Wissel,
110,97,dfl12_112,dfl12_434,Voyagie van London,creditor,Niclaes Walinstey,15840216,78,15,0,78.15.0,Wissel,
110,97,dfl12_163,dfl12_112,Voyagie van London,debtor,Jan Walter,15840222,120,17,7,120.17.7,Wissel,
110,97,dfl12_112,dfl12_146,Voyagie van London,creditor,Willem Walcker,15840228,157,10,0,157.10.0,Wissel,
110,97,dfl12_112,dfl12_118,Voyagie van London,creditor,Robert Collimor,15840228,157,5,10,157.5.10,Wissel,
110,97,dfl12_112,dfl12_223,Voyagie van London,creditor,Balthasar van Enthoven,15840228,157,5,10,157.5.10,Wissel,
110,97,dfl12_112,dfl12_437,Voyagie van London,creditor,Thomas Rouley,15840228,157,5,10,157.5.10,Wissel,
110,97,dfl12_210,dfl12_112,Voyagie van London,debtor,Florette syde nieuw rekening,15940905,1055,2,1,1055.2.1,Sale,
110,97,dfl12_209,dfl12_112,Voyagie van London,debtor,Fyn syde nieuw rekeninge,15940905,1122,5,0,1122.5.0,Sale,
110,97,dfl12_210,dfl12_112,Voyagie van London,debtor,Florette syde nieuw rekening,15940905,1323,19,0,1323.19.0,Sale,
110,97,dfl12_211,dfl12_112,Voyagie van London,debtor,Ardasse syde ende cleyn foullie nieuw rekeninge,15940905,137,3,0,137.3.0,Sale,
110,97,dfl12_068,dfl12_112,Voyagie van London,debtor,Napelse Syde,15940905,140,9,0,140.9.0,Sale,
110,97,dfl12_112,dfl12_042,Voyagie van London,creditor,Fyn rouwe syde,15940905,15,14,11,15.14.11,Accounting,
110,97,dfl12_112,dfl12_214,Voyagie van London,creditor,Camelotten in company with Jan de Wale,15940905,17,6,11,17.6.11,Accounting,
110,97,dfl12_112,dfl12_477,Voyagie van London,creditor,Voyagie van London nieuwe rekening,15940905,21959,3,10,21959.3.10,Accounting,
110,97,dfl12_112,dfl12_474,Voyagie van London,creditor,Engelse wolle,15940905,2242,14,5,2242.14.5,Purchase,
110,97,dfl12_202,dfl12_112,Voyagie van London,debtor,Gallen de Soria,15940905,27,10,3,27.10.3,Sale,
110,97,dfl12_211,dfl12_112,Voyagie van London,debtor,Ardasse syde ende cleyn foullie nieuw rekeninge,15940905,29,3,2,29.3.2,Sale,
110,97,dfl12_112,dfl12_209,Voyagie van London,creditor,Fyn syde nieuw rekeninge,15940905,290,3,1,290.3.1,Accounting,
110,97,dfl12_202,dfl12_112,Voyagie van London,debtor,Gallen de Soria,15940905,303,16,1,303.16.1,Sale,
110,97,dfl12_214,dfl12_112,Voyagie van London,debtor,Camelotten in company with Jan de Wale,15940905,303,3,1,303.3.1,Sale,
110,97,dfl12_048,dfl12_112,Voyagie van London,debtor,Lynwaet in the company of Willem van den Mey,15940905,369,15,7,369.15.7,Sale,
110,97,dfl12_112,dfl12_474,Voyagie van London,creditor,Engelse wolle,15940905,3776,6,2,3776.6.2,Purchase,
110,97,dfl12_112,dfl12_048,Voyagie van London,creditor,Lynwaet in the company of Willem van den Mey,15940905,5,18,7,5.18.7,Accounting,
110,97,dfl12_112,dfl12_080,Voyagie van London,creditor,Willem van den Mey_2,15940905,5,18,7,5.18.7,Accounting,
110,97,dfl12_112,dfl12_068,Voyagie van London,creditor,Napelse Syde,15940905,59,2,8,59.2.8,Accounting,
110,97,dfl12_112,dfl12_476,Voyagie van London,creditor,Peeter Wannemaker,15940905,6,4,0,6.4.0,Accounting,
110,97,dfl12_042,dfl12_112,Voyagie van London,debtor,Fyn rouwe syde,15940905,62,7,6,62.7.6,Sale,
110,97,dfl12_214,dfl12_112,Voyagie van London,debtor,Camelotten in company with Jan de Wale,15940905,72,14,2,72.14.2,Sale,
110,97,dfl12_085,dfl12_112,Voyagie van London,debtor,Christalyne spiegels,15940905,76,11,0,76.11.0,Sale,
110,97,dfl12_042,dfl12_112,Voyagie van London,debtor,Fyn rouwe syde,15940905,767,13,11,767.13.11,Sale,
110,97,dfl12_112,dfl12_065,Voyagie van London,creditor,Lynwaeten,15940905,78,11,10,78.11.10,Accounting,
110,97,dfl12_085,dfl12_112,Voyagie van London,debtor,Christalyne spiegels,15940905,81,19,3,81.19.3,Sale,
110,97,dfl12_209,dfl12_112,Voyagie van London,debtor,Fyn syde nieuw rekeninge,15940905,860,10,0,860.10.0,Sale,
110,97,dfl12_112,dfl12_042,Voyagie van London,creditor,Fyn rouwe syde,15940905,87,13,3,87.13.3,Accounting,
110,97,dfl12_112,dfl12_202,Voyagie van London,creditor,Gallen de Soria,15940905,9,1,0,9.1.0,Accounting,
110,97,dfl12_112,dfl12_210,Voyagie van London,creditor,Florette syde nieuw rekening,15940905,92,7,1,92.7.1,Accounting,
112,57,dfl12_001,dfl12_114,Louis Malapert_1,debtor,Balance on 8 November,15821108,100,0,0,100.0.0,,
112,57,dfl12_002,dfl12_114,Louis Malapert_1,debtor,Cassa,15831104,0,14,7,0.14.7,,For payment to Roelant Paulet for expenses of Peeter Rutsers
112,57,dfl12_114,dfl12_317,Louis Malapert_1,creditor,Oswaldus Cleynhaus ende company,15831123,100,0,0,100.0.0,,For payment that Malapert made to the Cleynhaus company
112,57,dfl12_114,dfl12_272,Louis Malapert_1,creditor,Louis Malapert_2,15940920,0,14,7,0.14.7,,
113,NA,dfl12_001,dfl12_002,Cassa in contant,debtor,Balance on 8 November,15821108,291,18,5,291.18.5,,"This is essentially the account for the cassa. It tells that the cassa had — and thus was debtor — for £291.18.5 at the beginning of the account. In other words, this could have been used as the account for the cassa instead of creating one. But since I have created one, I am putting this transaction under the cassa dfl12_002 instead of dfl12_115, which now will not be used."
114,241,dfl12_001,dfl12_116,Carseyen overhoop,debtor,Balance on 8 November,15821108,66,18,5,66.18.5,,
114,241,dfl12_002,dfl12_116,Carseyen overhoop,debtor,Cassa,15821126,200,2,7,200.2.7,,"On page 314b in section on payments by the cassa this is listed as £200.12.7, but the amount from the account itself seems like a better source."
114,241,dfl12_002,dfl12_116,Carseyen overhoop,debtor,Cassa,15821211,0,10,0,0.10.0,,
114,241,dfl12_116,dfl12_076,Carseyen overhoop,creditor,Robert van Eeckeren_1,15830106,13,6,11,13.6.11,,
114,241,dfl12_060,dfl12_116,Carseyen overhoop,debtor,Henrick van Berge,15830106,5,5,7,5.5.7,,
114,241,dfl12_084,dfl12_116,Carseyen overhoop,debtor,Jan Verbeke,15830110,0,2,3,0.2.3,,
114,241,dfl12_116,dfl12_091,Carseyen overhoop,creditor,Jan Widhols nieuw rekening,15830115,2,10,0,2.10.0,,
114,241,dfl12_116,dfl12_325,Carseyen overhoop,creditor,Jan van Borne in Verona loopende rekeninge,15830117,3,6,3,3.6.3,,
114,241,dfl12_002,dfl12_116,Carseyen overhoop,debtor,Cassa,15830513,0,15,0,0.15.0,,
114,241,dfl12_080,dfl12_116,Carseyen overhoop,debtor,Willem van den Mey_2,15830629,4,2,10,4.2.10,,
114,241,dfl12_106,dfl12_116,Carseyen overhoop,debtor,Jan de Reyer,15830801,3,12,0,3.12.0,,
114,241,dfl12_033,dfl12_116,Carseyen overhoop,debtor,Jacomo Widhols,15831116,1,16,3,1.16.3,,
114,241,dfl12_116,dfl12_084,Carseyen overhoop,creditor,Jan Verbeke,15831228,3,3,0,3.3.0,,
115,16,dfl12_117,dfl12_002,Jan de Lannoy_1,creditor,Cassa,15840114,158,15,0,158.15.0,Wissel,
115,16,dfl12_117,dfl12_002,Jan de Lannoy_1,creditor,Cassa,15840121,160,8,4,160.8.4,Wissel,
115,16,dfl12_117,dfl12_002,Jan de Lannoy_1,creditor,Cassa,15840315,236,5,0,236.5.0,Wissel,
116,19,dfl12_118,dfl12_002,Robert Collimor,creditor,Cassa,15840127,240,12,6,240.12.6,Wissel,
116,19,dfl12_118,dfl12_002,Robert Collimor,creditor,Cassa,15840421,157,5,10,157.5.10,Wissel,
117,NA,dfl12_119,dfl12_002,Embrecht Pellicorne,creditor,Cassa,15830702,80,0,0,80.0.0,Wissel,
118,20,dfl12_120,dfl12_002,Bartholomeeus Peltier,creditor,Cassa,15840106,158,10,10,158.10.10,Wissel,
119,NA,dfl12_121,dfl12_002,Jan Gaultier and Geeraert Hemaert_1,creditor,Cassa,15830525,160,8,4,160.8.4,Wissel,
119,NA,dfl12_121,dfl12_002,Jan Gaultier and Geeraert Hemaert_1,creditor,Cassa,15831201,312,18,4,312.18.4,Wissel,
120,NA,dfl12_122,dfl12_002,Jacob Lange,creditor,Cassa,15830203,197,18,4,197.18.4,Wissel,
120,NA,dfl12_122,dfl12_002,Jacob Lange,creditor,Cassa,15830624,404,3,4,404.3.4,Wissel,
120,NA,dfl12_122,dfl12_002,Jacob Lange,creditor,Cassa,15831006,400,0,0,400.0.0,Wissel,
121,NA,dfl12_123,dfl12_002,Antonio Gardino,creditor,Cassa,15831215,118,6,2,118.6.2,Wissel,
122,NA,dfl12_124,dfl12_002,Antonio Marischal,creditor,Cassa,15830716,161,13,4,161.13.4,Wissel,
123,NA,dfl12_125,dfl12_002,Ritsaert Caterol,creditor,Cassa,15831228,156,13,4,156.13.4,Wissel,
124,NA,dfl12_126,dfl12_002,Fernando Ximenes and Ruy Nunez,creditor,Cassa,15830503,24,10,9,24.10.9,Wissel,
125,NA,dfl12_127,dfl12_002,Hugo Janssen,creditor,Cassa,15830602,160,8,4,160.8.4,Wissel,
125,NA,dfl12_127,dfl12_002,Hugo Janssen,creditor,Cassa,15830610,192,10,0,192.10.0,Wissel,
126,NA,dfl12_128,dfl12_002,Balthasar Bonters_1,creditor,Cassa,15830617,241,17,6,241.17.6,Wissel,
126,NA,dfl12_128,dfl12_002,Balthasar Bonters_1,creditor,Cassa,15830628,127,19,7,127.19.7,Wissel,
127,NA,dfl12_129,dfl12_002,Jaspar Dingens,creditor,Cassa,15830312,163,6,8,163.6.8,Wissel,
128,NA,dfl12_130,dfl12_002,Willem Touley,creditor,Cassa,15831214,162,18,4,162.18.4,Wissel,
129,NA,dfl12_131,dfl12_002,Mauritio Lanfranchi and Fabio Augustini_1,creditor,Cassa,15830331,246,5,0,246.5.0,Wissel,
129,NA,dfl12_131,dfl12_002,Mauritio Lanfranchi and Fabio Augustini_1,creditor,Cassa,15830628,242,10,0,242.10.0,Wissel,
130,NA,dfl12_132,dfl12_163,Ludovico Perez,creditor,Jan Walter,15830205,33,12,11,33.12.11,Wissel,
130,NA,dfl12_002,dfl12_132,Ludovico Perez,debtor,Cassa,15830312,33,12,11,33.12.11,Wissel,
130,NA,dfl12_132,dfl12_002,Ludovico Perez,creditor,Cassa,15830428,173,3,2,173.3.2,Wissel,
131,233,dfl12_133,dfl12_334,Gaspar Rouelasca_1,creditor,Carlo Lanfranchi,15830430,226,9,10,226.9.10,Wissel,This seems to have been a book transfer that involved money deriving from two different wissels dealing with Rouelasca and Lanfranchi.
131,233,dfl12_133,dfl12_002,Gaspar Rouelasca_1,creditor,Cassa,15831004,421,10,0,421.10.0,Wissel,
131,233,dfl12_133,dfl12_002,Gaspar Rouelasca_1,creditor,Cassa,15831205,278,0,2,278.0.2,Wissel,
131,233,dfl12_133,dfl12_002,Gaspar Rouelasca_1,creditor,Cassa,15840907,78,2,8,78.2.8,Wissel,
133,49,dfl12_135,dfl12_002,Guilliamme Coppin and Ferry Dornille,creditor,Cassa,15840114,234,7,6,234.7.6,Wissel,
134,NA,dfl12_136,dfl12_002,Absalon Leerse_1,creditor,Cassa,15830514,15,16,8,15.16.8,Wissel,
134,NA,dfl12_136,dfl12_002,Absalon Leerse_1,creditor,Cassa,15830729,32,8,4,32.8.4,Wissel,
134,NA,dfl12_136,dfl12_002,Absalon Leerse_1,creditor,Cassa,15830906,16,1,8,16.1.8,Wissel,
135,NA,dfl12_137,dfl12_300,Jan Angelo Vergano_1,creditor,Christiaen van Wiele_1,15830401,287,5,10,287.5.10,Wissel,Book transfer to Christiaen van Wiele.
135,NA,dfl12_137,dfl12_002,Jan Angelo Vergano_1,creditor,Cassa,15830919,158,2,6,158.2.6,Wissel,
136,NA,dfl12_138,dfl12_002,Thomas Eton,creditor,Cassa,15831110,163,6,8,163.6.8,Wissel,
137,NA,dfl12_139,dfl12_002,Emanuel Henricques,creditor,Cassa,15831118,238,15,0,238.15.0,Wissel,
138,NA,dfl12_140,dfl12_002,Tibere Peltier,creditor,Cassa,15821220,246,17,6,246.17.6,Wissel,
139,NA,dfl12_141,dfl12_002,Thomas Monton,creditor,Cassa,15830104,164,3,4,164.3.4,Wissel,
140,242,dfl12_142,dfl12_002,Henrick Vool,creditor,Cassa,15831226,262,9,0,262.9.0,Wissel,
141,NA,dfl12_143,dfl12_002,Franchoys van Hove,creditor,Cassa,15831214,116,12,0,116.12.0,Wissel,
142,58,dfl12_144,dfl12_002,Jan Simons,creditor,Cassa,15840104,79,7,6,79.7.6,Wissel,
142,58,dfl12_144,dfl12_002,Jan Simons,creditor,Cassa,15840122,77,18,4,77.18.4,Wissel,
143,59,dfl12_145,dfl12_002,Hans de Weert,creditor,Cassa,15840104,158,10,10,158.10.10,Wissel,
144,60,dfl12_146,dfl12_002,Willem Walcker,creditor,Cassa,15840104,158,15,0,158.15.0,Wissel,
144,60,dfl12_146,dfl12_002,Willem Walcker,creditor,Cassa,15840421,157,10,0,157.10.0,Wissel,
145,246,dfl12_002,dfl12_147,Turcxe camelotten in company with Jan de Wale,debtor,Cassa,15830628,6,10,8,6.10.8,,Paid to Adriaen Goyvaerts for 49 pieces of camelotten
145,246,dfl12_080,dfl12_147,Turcxe camelotten in company with Jan de Wale,debtor,Willem van den Mey_2,15830629,2,5,5,2.5.5,,For freight and license for two packs of grossgreynen from Hamburg to Antwerp
145,246,dfl12_147,dfl12_214,Turcxe camelotten in company with Jan de Wale,creditor,Camelotten in company with Jan de Wale,15830919,258,12,4,258.12.4,,
146,61,dfl12_148,dfl12_322,Eduart van Ghistele,creditor,Adriaen van Afferden de Jonge,15840327,6,11,8,6.11.8,,
147,63,dfl12_316,dfl12_149,Luis Cutsini_1,debtor,Marten Ensberger nieuw rekening,15830115,8,13,4,8.13.4,Trade,For expenses for 10 sacks of wool
147,63,dfl12_317,dfl12_149,Luis Cutsini_1,debtor,Oswaldus Cleynhans ende company,15830825,53,7,11,53.7.11,Transportation,For transportation of the 10 sacks of wool from Hamburg to Venice
149,NA,dfl12_151,dfl12_289,Jan de Oude_1,creditor,Creditors of this Book,15831201,4709,10,6,4709.10.6,Accounting,
150,65,dfl12_350,dfl12_152,Jan della Faille_sororal_1,debtor,Capitael van Cornelia della Faille,15830131,52,3,4,52.3.4,,
150,65,dfl12_152,dfl12_350,Jan della Faille_sororal_1,creditor,Capitael van Cornelia della Faille,15840107,52,3,4,52.3.4,,
151,66,dfl12_350,dfl12_153,Marten della Faille_sororal_1,debtor,Capitael van Cornelia della Faille,15830131,36,19,3,36.19.3,,
151,66,dfl12_002,dfl12_153,Marten della Faille_sororal_1,debtor,Capitael van Cornelia della Faille,15840107,100,0,0,100.0.0,,
151,66,dfl12_153,dfl12_350,Marten della Faille_sororal_1,creditor,Capitael van Cornelia della Faille,15840107,139,14,3,139.14.3,,
152,67,dfl12_350,dfl12_154,Anna della Faille_sororal_1,debtor,Capitael van Cornelia della Faille,15830131,35,9,2,35.9.2,,
152,67,dfl12_002,dfl12_154,Anna della Faille_sororal_1,debtor,Capitael van Cornelia della Faille,15840107,100,0,0,100.0.0,,
152,67,dfl12_154,dfl12_350,Anna della Faille_sororal_1,creditor,Capitael van Cornelia della Faille,15840107,135,9,2,135.9.2,,
152,68,dfl12_350,dfl12_155,Carlo della Faille_sororal_1,debtor,Capitael van Cornelia della Faille,15830131,38,15,8,38.15.8,,
152,68,dfl12_002,dfl12_155,Carlo della Faille_sororal_1,debtor,Capitael van Cornelia della Faille,15840107,100,0,0,100.0.0,,
152,68,dfl12_155,dfl12_350,Carlo della Faille_sororal_1,creditor,Capitael van Cornelia della Faille,15840107,38,15,8,38.15.8,,
152,68,dfl12_155,dfl12_350,Carlo della Faille_sororal_1,creditor,Capitael van Cornelia della Faille,15840322,100,0,0,100.0.0,,
153,69,dfl12_350,dfl12_156,Jacques della Faille_sororal_1,debtor,Capitael van Cornelia della Faille,15830121,34,1,5,34.1.5,,
153,69,dfl12_002,dfl12_156,Jacques della Faille_sororal_1,debtor,Capitael van Cornelia della Faille,15840107,100,0,0,100.0.0,,
153,69,dfl12_156,dfl12_350,Jacques della Faille_sororal_1,creditor,Capitael van Cornelia della Faille,15840107,134,1,5,134.1.5,,
154,70,dfl12_350,dfl12_157,Steven della Faille_sororal_1,debtor,Capitael van Cornelia della Faille,15830121,38,3,8,38.3.8,,
154,70,dfl12_002,dfl12_157,Steven della Faille_sororal_1,debtor,Capitael van Cornelia della Faille,15840107,100,0,0,100.0.0,,
154,70,dfl12_157,dfl12_350,Steven della Faille_sororal_1,creditor,Capitael van Cornelia della Faille,15840107,138,3,8,138.3.8,,
155,71,dfl12_350,dfl12_158,D'erffgenaemen van Maria della Faille_sororal_1,debtor,Capitael van Cornelia della Faille,15830121,38,9,3,38.9.3,,
155,71,dfl12_002,dfl12_158,D'erffgenaemen van Maria della Faille_sororal_1,debtor,Capitael van Cornelia della Faille,15840107,100,0,0,100.0.0,,
155,71,dfl12_158,dfl12_350,D'erffgenaemen van Maria della Faille_sororal_1,creditor,Capitael van Cornelia della Faille,15840107,138,9,3,138.9.3,,
156,72,dfl12_350,dfl12_159,Hester della Faille_sororal_1,debtor,Capitael van Cornelia della Faille,15830121,37,11,2,37.11.2,,
156,72,dfl12_002,dfl12_159,Hester della Faille_sororal_1,debtor,Capitael van Cornelia della Faille,15840107,100,0,0,100.0.0,,
156,72,dfl12_159,dfl12_350,Hester della Faille_sororal_1,creditor,Capitael van Cornelia della Faille,15840107,137,11,2,137.11.2,,
157,73,dfl12_253,dfl12_160,Jan della Faille_1,debtor,Cornelia della Faille,15830131,11,11,5,11.11.5,,
157,73,dfl12_103,dfl12_160,Jan della Faille_1,debtor,Canifassen overhoop,15830131,2,3,4,2.3.4,,
157,73,dfl12_116,dfl12_160,Jan della Faille_1,debtor,Carseyen overhoop,15830131,32,3,0,32.3.0,,
157,73,dfl12_065,dfl12_160,Jan della Faille_1,debtor,Lynwaeten,15830131,37,16,6.5,37.16.6 1/2,,
157,73,dfl12_068,dfl12_160,Jan della Faille_1,debtor,Napelse Syde,15830131,56,11,8,56.11.8,,
157,73,dfl12_160,dfl12_055,Jan della Faille_1,creditor,Ambrosius Goyvaerts_1,15831116,16,13,4,16.13.4,,
157,73,dfl12_160,dfl12_340,Jan della Faille_1,creditor,Jan della Faille_paternal,15840107,123,12,7.5,123.12.7 1/2,Accounting,To close the account
158,NA,dfl12_161,dfl12_002,Peeter and Jan van der Meert,creditor,Cassa,15830205,120,0,0,120.0.0,Wissel,
159,NA,dfl12_162,dfl12_002,Gillis Schops,creditor,Cassa,15830205,6,5,0,6.5.0,Wissel,
160,74,dfl12_175,dfl12_163,Jan Walter,debtor,Andries de la Barre,15830312,100,6,3,100.6.3,Wissel,Wissel from Nuremberg
161,NA,dfl12_164,dfl12_176,Andrea Barretta_1,creditor,Jacques della Faille de Oude_1,15830323,362,8,0,362.8.0,Wissel,
162,NA,dfl12_165,dfl12_002,Jan Helduwier and Bernardino Paluasmo,creditor,Cassa,15830323,33,6,8,33.6.8,Wissel,
162,NA,dfl12_165,dfl12_175,Jan Helduwier and Bernardino Paluasmo,creditor,Andries de la Barre,15830323,81,13,4,81.13.4,Wissel,Book transfer
163,NA,dfl12_166,dfl12_002,Jan Japssens,creditor,Cassa,15830209,400,0,0,400.0.0,Wissel,
164,NA,dfl12_002,dfl12_167,Lenaert van Driel de Oude,debtor,Cassa,15830211,2,0,0,2.0.0,Loan,
164,NA,dfl12_002,dfl12_167,Lenaert van Driel de Oude,debtor,Cassa,15830323,4,0,0,4.0.0,Loan,
165,NA,dfl12_002,dfl12_168,Jacques de Wale nieuw rekeninge,debtor,Cassa,15830216,9,2,8,9.2.8,Wissel,Cassa paid Joris van Mock for wissels from Ghent
165,NA,dfl12_002,dfl12_168,Jacques de Wale nieuw rekeninge,debtor,Cassa,15830706,8,6,8,8.6.8,Wissel,
165,NA,dfl12_002,dfl12_168,Jacques de Wale nieuw rekeninge,debtor,Cassa,15830922,124,18,4,124.18.4,,
166,NA,dfl12_169,dfl12_002,Reynier Capcot,creditor,Cassa,15830414,165,0,0,165.0.0,Wissel,
166,NA,dfl12_169,dfl12_002,Reynier Capcot,creditor,Cassa,15830429,157,18,4,157.18.4,Wissel,
166,NA,dfl12_169,dfl12_002,Reynier Capcot,creditor,Cassa,15830604,162,1,8,162.1.8,Wissel,
166,NA,dfl12_169,dfl12_002,Reynier Capcot,creditor,Cassa,15831005,160,16,8,160.16.8,Wissel,
167,NA,dfl12_170,dfl12_300,Jan Maniart,creditor,Christiaen van Wiele_1,15830405,100,0,0,100.0.0,Wissel,Book transfer
167,NA,dfl12_170,dfl12_002,Jan Maniart,creditor,Cassa,15830408,105,4,2,105.4.2,Wissel,
167,NA,dfl12_170,dfl12_002,Jan Maniart,creditor,Cassa,15831214,157,15,6,157.15.6,Wissel,
168,NA,dfl12_171,dfl12_002,Gaspar Robano,creditor,Cassa,15830406,2,1,8,2.1.8,Wissel,
168,NA,dfl12_171,dfl12_002,Gaspar Robano,creditor,Cassa,15830621,242,10,0,242.10.0,Wissel,
169,NA,dfl12_172,dfl12_002,Sebastiaen Leerse,creditor,Cassa,15830405,46,19,2,46.19.2,Wissel,
170,NA,dfl12_173,dfl12_002,Jan Francisco Capello,creditor,Cassa,15831128,156,9,2,156.9.2,Wissel,
171,NA,dfl12_174,dfl12_002,Daniel Runtweesch_1,creditor,Cassa,15830405,152,6,2,152.6.2,Wissel,
171,NA,dfl12_174,dfl12_002,Daniel Runtweesch_1,creditor,Cassa,15830506,287,5,10,287.5.10,Wissel,
172,NA,dfl12_002,dfl12_175,Andries de la Barre,debtor,Cassa,15830401,18,12,11,18.12.11,Wissel,
173,NA,dfl12_176,dfl12_002,Jacques della Faille de Oude_1,creditor,Cassa,15830323,362,8,0,362.8.0,Wissel,
174,NA,dfl12_177,dfl12_002,Carel and Balthasar van Hoyken and Jan Jupin,creditor,Cassa,15830430,126,14,4,126.14.4,Wissel,
175,NA,dfl12_178,dfl12_002,Adriaen Walschaert,creditor,Cassa,15830607,162,1,8,162.1.8,Wissel,
177,NA,dfl12_180,dfl12_002,Simon and Steven Nunez,creditor,Cassa,15831128,156,13,4,156.13.4,Wissel,
178,93,dfl12_181,dfl12_136,Voyagie van Venice nieuwe rekening,creditor,Absalon Leerse_1,15830512,15,16,8,15.16.8,Wissel,
178,93,dfl12_181,dfl12_171,Voyagie van Venice nieuwe rekening,creditor,Gaspar Robano,15830513,242,10,0,242.10.0,Wissel,
178,93,dfl12_181,dfl12_183,Voyagie van Venice nieuwe rekening,creditor,Henrick van Lemens_1,15830513,323,15,0,323.15.0,Wissel,
178,93,dfl12_181,dfl12_186,Voyagie van Venice nieuwe rekening,creditor,Antonio Bonidazio,15830604,243,2,6,243.2.6,Wissel,
178,93,dfl12_181,dfl12_136,Voyagie van Venice nieuwe rekening,creditor,Absalon Leerse_1,15830614,32,8,4,32.8.4,Wissel,
178,93,dfl12_181,dfl12_164,Voyagie van Venice nieuwe rekening,creditor,Andrea Barretta_1,15830614,546,17,1,546.17.1,Wissel,
178,93,dfl12_331,dfl12_181,Voyagie van Venice nieuwe rekening,debtor,Jan de Backere and Sevaes Wouters,15830726,1,2,6,1.2.6,Accounting,To close the account
178,93,dfl12_181,dfl12_331,Voyagie van Venice nieuwe rekening,creditor,Jan de Backere and Sevaes Wouters,15830726,222,16,0,222.16.0,Wissel,
